,0,1
1,40.772987,-73.9164
2,40.719975,-73.86524
3,40.759075,-73.86985
4,40.689842,-73.850075
5,40.69521,-73.81718
6,40.700665,-73.8961
7,40.66956,-73.846344
8,40.751637,-73.90985
9,40.690483,-73.80022
10,40.728474,-73.85174
11,40.671825,-73.774506
12,40.694153,-73.76488
13,40.71311,-73.9043
14,40.780193,-73.80034
15,40.702744,-73.89732
16,40.701813,-73.80863
17,40.752216,-73.948814
18,40.7125,-73.84695
19,40.76573,-73.926445
20,40.69469,-73.83505
21,40.737682,-73.73771
22,40.74802,-73.88016
23,40.765137,-73.81944
24,40.674995,-73.80854
25,40.69366,-73.85217
26,40.733448,-73.870056
27,40.68046,-73.84309
28,40.71248,-73.91683
29,40.77094,-73.908035
30,40.66252,-73.84071
31,40.730053,-73.79353
32,40.696575,-73.90406
33,40.743046,-73.91776
34,40.76165,-73.82715
35,40.663364,-73.76383
36,40.696186,-73.751976
37,40.689865,-73.84281
38,40.680477,-73.7921
39,40.772392,-73.93279
40,40.70001,-73.830894
41,40.71503,-73.7784
42,40.717533,-73.73888
43,40.679264,-73.7801
44,40.7558,-73.86535
45,40.66454,-73.82276
46,40.686928,-73.85314
47,40.70713,-73.90327
48,40.666397,-73.755516
49,40.676632,-73.7555
50,40.71614,-73.83357
51,40.66386,-73.82297
52,40.77153,-73.78824
53,40.75363,-73.90379
54,40.677258,-73.81873
55,40.68046,-73.84309
56,40.765358,-73.80237
57,40.779865,-73.78053
58,40.680008,-73.8488
59,40.726006,-73.75173
60,40.66743,-73.76676
61,40.738827,-73.86276
62,40.68561,-73.75027
63,40.754707,-73.87575
64,40.691452,-73.733955
65,40.74455,-73.87378
66,40.65804,-73.83572
67,40.705128,-73.7466
68,40.777634,-73.82157
69,40.704697,-73.79681
70,40.76623,-73.915306
71,40.774147,-73.91497
72,40.711823,-73.83612
73,40.74875,-73.920425
74,40.765152,-73.81379
75,40.721554,-73.878685
76,40.66454,-73.82276
77,40.692966,-73.90191
78,40.746864,-73.891304
79,40.75193,-73.808914
80,40.678787,-73.84427
81,40.70114,-73.73827
82,40.724308,-73.72474
83,40.669876,-73.84741
84,40.711823,-73.83612
85,40.68435,-73.80078
86,40.713715,-73.73144
87,40.703293,-73.7961
88,40.6771,-73.74985
89,40.689865,-73.84281
90,40.64912,-73.83737
91,40.66549,-73.75236
92,40.70064,-73.80211
93,40.70523,-73.80358
94,40.718685,-73.73967
95,40.76813,-73.87625
96,40.717827,-73.8724
97,40.70281,-73.9077
98,40.721546,-73.809555
99,40.705746,-73.8097
100,40.7046,-73.81018
101,40.755337,-73.945045
102,40.69068,-73.804214
103,40.754513,-73.8776
104,40.717102,-73.75873
105,40.765182,-73.80898
106,40.66708,-73.81033
107,40.67714,-73.78123
108,40.65965,-73.773834
109,40.73585,-73.789345
110,40.72784,-73.79573
111,40.692387,-73.74543
112,40.781788,-73.78394
113,40.66675,-73.779945
114,40.733974,-73.85402
115,40.754807,-73.87482
116,40.692455,-73.76814
117,40.75543,-73.83142
118,40.667297,-73.845024
119,40.723633,-73.844826
120,40.691017,-73.85665
121,40.73955,-73.94531
122,40.72556,-73.87965
123,40.700718,-73.74323
124,40.765038,-73.82035
125,40.77386,-73.90749
126,40.70485,-73.90562
127,40.764797,-73.885864
128,40.675285,-73.85249
129,40.761215,-73.886406
130,40.68059,-73.843155
131,40.72028,-73.86548
132,40.65965,-73.773834
133,40.765358,-73.74429
134,40.74779,-73.94985
135,40.743263,-73.91964
136,40.71388,-73.75404
137,40.72146,-73.776634
138,40.66535,-73.73071
139,40.64912,-73.83737
140,40.74539,-73.90662
141,40.675568,-73.73378
142,40.67824,-73.7711
143,40.778625,-73.77587
144,40.679897,-73.780464
145,40.77226,-73.92591
146,40.665047,-73.81679
147,40.657406,-73.74507
148,40.73687,-73.928505
149,40.763626,-73.878876
150,40.698357,-73.73137
151,40.684258,-73.84604
152,40.750908,-73.89306
153,40.758278,-73.8952
154,40.72419,-73.790886
155,40.66632,-73.85035
156,40.6815,-73.77934
157,40.703373,-73.759186
158,40.745407,-73.8793
159,40.7285,-73.91798
160,40.751564,-73.80425
161,40.66386,-73.82297
162,40.67222,-73.80637
163,40.70546,-73.7949
164,40.756363,-73.831276
165,40.67075,-73.770096
166,40.692726,-73.81065
167,40.75021,-73.87683
168,40.70537,-73.775826
169,40.68125,-73.764824
170,40.74899,-73.86381
171,40.697243,-73.813324
172,40.75208,-73.881905
173,40.73572,-73.93677
174,40.69137,-73.77997
175,40.784126,-73.81382
176,40.68236,-73.75166
177,40.720036,-73.75752
178,40.7684,-73.73755
179,40.714485,-73.77619
180,40.76407,-73.80914
181,40.764248,-73.92763
182,40.673855,-73.74825
183,40.733784,-73.81481
184,40.747997,-73.78103
185,40.75067,-73.757774
186,40.760612,-73.872894
187,40.753696,-73.80302
188,40.731613,-73.84892
189,40.73384,-73.91868
190,40.72122,-73.884705
191,40.716656,-73.76915
192,40.691044,-73.73923
193,40.70849,-73.74148
194,40.722523,-73.88456
195,40.703373,-73.759186
196,40.780407,-73.81211
197,40.752235,-73.86293
198,40.68057,-73.851
199,40.69867,-73.89214
200,40.67884,-73.75419
201,40.70524,-73.77508
202,40.787174,-73.81618
203,40.68642,-73.75115
204,40.666805,-73.8143
205,40.703823,-73.8088
206,40.693844,-73.89692
207,40.748222,-73.87835
208,40.672077,-73.74614
209,40.742176,-73.76502
210,40.667522,-73.78063
211,40.676437,-73.78223
212,40.690342,-73.78243
213,40.69974,-73.81539
214,40.69447,-73.78147
215,40.691822,-73.85693
216,40.75296,-73.873535
217,40.722767,-73.88405
218,40.724606,-73.81582
219,40.770245,-73.815735
220,40.743454,-73.91484
221,40.735657,-73.9096
222,40.678963,-73.79865
223,40.720524,-73.80723
224,40.684643,-73.82236
225,40.754517,-73.909546
226,40.661,-73.768074
227,40.67827,-73.8222
228,40.675014,-73.7528
229,40.67945,-73.75375
230,40.749287,-73.868324
231,40.78043,-73.9073
232,40.72103,-73.904106
233,40.738598,-73.927246
234,40.74641,-73.718704
235,40.75846,-73.86673
236,40.69296,-73.77164
237,40.741863,-73.90751
238,40.683304,-73.856094
239,40.66612,-73.82225
240,40.712303,-73.85508
241,40.742767,-73.933014
242,40.695488,-73.754654
243,40.754974,-73.89095
244,40.777958,-73.90847
245,40.72096,-73.84698
246,40.703377,-73.86343
247,40.714054,-73.79474
248,40.707306,-73.75122
249,40.743755,-73.87926
250,40.680687,-73.84459
251,40.74073,-73.91539
252,40.7553,-73.87009
253,40.71385,-73.77888
254,40.742836,-73.86632
255,40.747444,-73.889656
256,40.685287,-73.81245
257,40.750202,-73.89972
258,40.74039,-73.82209
259,40.733536,-73.87035
260,40.759308,-73.944176
261,40.74646,-73.91709
262,40.69317,-73.74483
263,40.728962,-73.85523
264,40.677773,-73.809906
265,40.668392,-73.81959
266,40.750477,-73.815834
267,40.792664,-73.81749
268,40.712,-73.82546
269,40.68142,-73.83368
270,40.732174,-73.89586
271,40.741924,-73.881134
272,40.699837,-73.90869
273,40.71674,-73.742325
274,40.736553,-73.71194
275,40.74549,-73.95318
276,40.66611,-73.82712
277,40.760166,-73.83262
278,40.75673,-73.874214
279,40.736275,-73.772865
280,40.765507,-73.80423
281,40.687225,-73.821625
282,40.66123,-73.734146
283,40.703144,-73.90499
284,40.724308,-73.72474
285,40.753784,-73.93203
286,40.75976,-73.90062
287,40.714363,-73.752205
288,40.675564,-73.73969
289,40.73661,-73.81473
290,40.729668,-73.74471
291,40.703358,-73.821236
292,40.748222,-73.81221
293,40.72994,-73.74481
294,40.67819,-73.80144
295,40.70274,-73.79842
296,40.685894,-73.86524
297,40.75276,-73.87539
298,40.665257,-73.739555
299,40.72586,-73.74535
300,40.740025,-73.786316
301,40.66563,-73.73921
302,40.74473,-73.93359
303,40.750137,-73.8806
304,40.72026,-73.90273
305,40.71248,-73.895035
306,40.7568,-73.873665
307,40.713913,-73.83009
308,40.695282,-73.84114
309,40.753765,-73.80489
310,40.714626,-73.85983
311,40.71036,-73.72999
312,40.739914,-73.72469
313,40.739998,-73.94761
314,40.671566,-73.79031
315,40.67824,-73.7711
316,40.73705,-73.881516
317,40.703957,-73.8957
318,40.740562,-73.85222
319,40.74733,-73.755806
320,40.68514,-73.8206
321,40.735733,-73.806656
322,40.73197,-73.78651
323,40.739952,-73.92504
324,40.71248,-73.895035
325,40.65925,-73.75839
326,40.781647,-73.8367
327,40.750023,-73.70631
328,40.702595,-73.738205
329,40.74255,-73.93116
330,40.712994,-73.886665
331,40.7065,-73.91701
332,40.665462,-73.81858
333,40.68795,-73.82502
334,40.712944,-73.74524
335,40.650635,-73.73215
336,40.747135,-73.89242
337,40.770573,-73.9075
338,40.693283,-73.86377
339,40.752003,-73.836006
340,40.699696,-73.82126
341,40.700695,-73.7832
342,40.73026,-73.84577
343,40.69424,-73.810905
344,40.717335,-73.825424
345,40.77367,-73.77482
346,40.666397,-73.73857
347,40.70524,-73.77508
348,40.72466,-73.90837
349,40.690357,-73.84109
350,40.767372,-73.738754
351,40.709667,-73.744865
